"NSE_CODE","M1CLOSE","M1CLOSEDT","M1RET","M3CLOSE","M3CLOSEDT","M3RET","M6CLOSE","M6CLOSEDT","M6RET","M12CLOSE","M12CLOSEDT","M12RET","CLOSE",
"FCSSOFT",2.39,2025-08-29 00:00:00,1.26,2.53,2025-07-31 00:00:00,-4.35,2.59,2025-04-30 00:00:00,-6.56,3.47,2024-10-31 00:00:00,-30.26,2.42,
"FDC",457.75,2025-08-29 00:00:00,-0.37,479.35,2025-07-31 00:00:00,-4.86,421,2025-04-30 00:00:00,8.33,546.55,2024-10-31 00:00:00,-16.56,456.05,
"FEDERALBNK",191.71,2025-08-29 00:00:00,0.98,202.43,2025-07-31 00:00:00,-4.37,196.68,2025-04-30 00:00:00,-1.58,203.91,2024-10-31 00:00:00,-5.07,193.58,
"FEDFINA",135.66,2025-08-29 00:00:00,1.72,135.51,2025-07-31 00:00:00,1.84,88.87,2025-04-30 00:00:00,55.28,104.22,2024-10-31 00:00:00,32.41,138,
"FIBERWEB",43.78,2025-08-29 00:00:00,1.58,48.41,2025-07-31 00:00:00,-8.14,38.72,2025-04-30 00:00:00,14.85,59.45,2024-08-02 00:00:00,-25.2,44.47,
"FIEMIND",2100.7,2025-08-29 00:00:00,4.37,1923.7,2025-07-31 00:00:00,13.97,1435.2,2025-04-30 00:00:00,52.76,1545.15,2024-10-31 00:00:00,41.89,2192.4,
"FILATEX",51.82,2025-08-29 00:00:00,1.83,55.38,2025-07-31 00:00:00,-4.71,42.57,2025-04-30 00:00:00,23.96,60.51,2024-10-31 00:00:00,-12.79,52.77,
"FILATFASH",0.53,2025-08-29 00:00:00,-1.89,0.61,2025-07-31 00:00:00,-14.75,0.001,,51900,0.001,,51900,0.52,
"FINCABLES",820.25,2025-08-29 00:00:00,2.67,883.45,2025-07-31 00:00:00,-4.67,866.55,2025-04-30 00:00:00,-2.82,1223.5,2024-10-31 00:00:00,-31.17,842.15,
"FINEORG",4694,2025-08-29 00:00:00,0.49,5302.8,2025-07-31 00:00:00,-11.05,4078.8,2025-04-30 00:00:00,15.65,4864.35,2024-10-31 00:00:00,-3.03,4717.1,
"FINIETF",28.83,2025-08-29 00:00:00,1.53,29.68,2025-07-31 00:00:00,-1.38,27.57,2025-04-30 00:00:00,6.17,26.21,2024-10-31 00:00:00,11.67,29.27,
"FINOPB",280.95,2025-08-29 00:00:00,1.41,268,2025-07-31 00:00:00,6.31,246.2,2025-04-30 00:00:00,15.72,380.95,2024-10-31 00:00:00,-25.21,284.9,
"FINPIPE",211.92,2025-08-29 00:00:00,0.99,206.26,2025-07-31 00:00:00,3.76,174.48,2025-04-30 00:00:00,22.66,303.35,2024-10-31 00:00:00,-29.45,214.01,
"FIRSTCRY",362.2,2025-08-29 00:00:00,-1.66,343.35,2025-07-31 00:00:00,3.74,339.25,2025-04-30 00:00:00,5,627.9,2024-10-31 00:00:00,-43.27,356.2,
"FISCHER",1056.75,2025-08-29 00:00:00,-0.25,966.95,2025-07-31 00:00:00,9.01,0.001,,105409900,0.001,,105409900,1054.1,
"FIVESTAR",545.05,2025-08-29 00:00:00,0.76,593.8,2025-07-31 00:00:00,-7.51,705.95,2025-04-30 00:00:00,-22.2,711.25,2024-10-31 00:00:00,-22.78,549.2,
"FLAIR",309.6,2025-08-29 00:00:00,1.1,344.5,2025-07-31 00:00:00,-9.14,249.95,2025-04-30 00:00:00,25.23,280.1,2024-10-31 00:00:00,11.75,313,
"FLEXITUFF",25.65,2025-08-29 00:00:00,4.99,0.001,,2692900,0.001,,2692900,0.001,,2692900,26.93,
"FLUOROCHEM",3414.1,2025-08-29 00:00:00,-0.54,3594,2025-07-31 00:00:00,-5.51,3892.7,2025-04-30 00:00:00,-12.76,4308.1,2024-10-31 00:00:00,-21.18,3395.8,
"FMCGIETF",59.99,2025-08-29 00:00:00,-0.07,59.45,2025-07-31 00:00:00,0.84,59.52,2025-04-30 00:00:00,0.72,62.18,2024-10-31 00:00:00,-3.59,59.95,
"FMGOETZE",531.15,2025-08-29 00:00:00,2.91,575,2025-07-31 00:00:00,-4.94,331.3,2025-04-30 00:00:00,64.99,395.65,2024-10-31 00:00:00,38.15,546.6,
"FMNL",13.11,2025-08-29 00:00:00,3.36,11.13,2024-08-30 00:00:00,21.74,0.001,,1354900,0.001,,1354900,13.55,
"FORCEMOT",19477,2025-08-29 00:00:00,-1.98,16944,2025-07-31 00:00:00,12.68,8914,2025-04-30 00:00:00,114.18,7863.5,2024-10-31 00:00:00,142.79,19092,
"FORTIS",911.5,2025-08-29 00:00:00,1.44,857.45,2025-07-31 00:00:00,7.84,685.55,2025-04-30 00:00:00,34.88,624.7,2024-10-31 00:00:00,48.02,924.65,
"FOSECOIND",6233,2025-08-29 00:00:00,-1.6,5412.6,2025-07-31 00:00:00,13.32,3664.7,2025-04-30 00:00:00,67.37,4667.35,2024-10-31 00:00:00,31.41,6133.5,
"FSL",351,2025-08-29 00:00:00,2.18,341.7,2025-07-31 00:00:00,4.96,340.7,2025-04-30 00:00:00,5.27,340.2,2024-10-31 00:00:00,5.42,358.65,
"FUSION",170.51,2025-08-29 00:00:00,1.97,162.96,2025-07-31 00:00:00,6.69,163.12,2025-04-30 00:00:00,6.59,217.86,2024-10-31 00:00:00,-20.19,173.87,
"GABRIEL",1152.4,2025-08-29 00:00:00,6.68,1037.25,2025-07-31 00:00:00,18.52,541.5,2025-04-30 00:00:00,127.04,454.95,2024-10-31 00:00:00,170.23,1229.4,
"GAEL",103.36,2025-08-29 00:00:00,-0.31,110.26,2025-07-31 00:00:00,-6.55,118.34,2025-04-30 00:00:00,-12.93,133.35,2024-10-31 00:00:00,-22.73,103.04,
"GAIL",173.07,2025-08-29 00:00:00,1.66,177.68,2025-07-31 00:00:00,-0.98,189.09,2025-04-30 00:00:00,-6.95,199.99,2024-10-31 00:00:00,-12.03,175.94,
"GALAPREC",796.7,2025-08-29 00:00:00,-2.85,825.35,2025-07-31 00:00:00,-6.22,818.15,2025-04-30 00:00:00,-5.4,1135.15,2024-10-31 00:00:00,-31.82,774,
"GALAXYSURF",2264.6,2025-08-29 00:00:00,0.76,2665.9,2025-07-31 00:00:00,-14.4,2071.8,2025-04-30 00:00:00,10.14,2932.1,2024-10-31 00:00:00,-22.18,2281.9,
"GALLANTT",574.95,2025-08-29 00:00:00,2.46,766.2,2025-07-31 00:00:00,-23.11,436.65,2025-04-30 00:00:00,34.91,0.001,,58909900,589.1,
"GANDHAR",146.15,2025-08-29 00:00:00,-0.37,163.63,2025-07-31 00:00:00,-11.01,145.39,2025-04-30 00:00:00,0.15,225.85,2024-10-31 00:00:00,-35.53,145.61,
"GANDHITUBE",849,2025-08-29 00:00:00,1.86,769.05,2025-07-31 00:00:00,12.44,653.65,2025-04-30 00:00:00,32.3,803.35,2024-10-31 00:00:00,7.64,864.75,
"GANECOS",1330.9,2025-08-29 00:00:00,1.57,1484.9,2025-07-31 00:00:00,-8.96,1444.9,2025-04-30 00:00:00,-6.44,2103.7,2024-10-31 00:00:00,-35.74,1351.8,
"GANESHBE",92.63,2025-08-29 00:00:00,4.48,94.12,2025-07-31 00:00:00,2.83,118.95,2025-04-30 00:00:00,-18.64,141.7,2024-10-31 00:00:00,-31.7,96.78,
"GANESHHOUC",859,2025-08-29 00:00:00,-2.85,894.2,2025-07-31 00:00:00,-6.68,1089.8,2025-04-30 00:00:00,-23.43,1073.45,2024-10-31 00:00:00,-22.26,834.5,
"GANGAFORGE",3.02,2025-08-29 00:00:00,0.99,3.64,2025-07-31 00:00:00,-16.21,5.32,2025-04-30 00:00:00,-42.67,6.29,2024-10-31 00:00:00,-51.51,3.05,
"GANGESSECU",159.74,2025-08-29 00:00:00,-1.36,157.64,2025-07-31 00:00:00,-0.05,147.2,2025-04-30 00:00:00,7.04,183.26,2024-10-31 00:00:00,-14.02,157.56,
"GARFIBRES",766,2025-08-29 00:00:00,-0.23,898.7,2025-07-31 00:00:00,-14.96,861.8,2025-04-30 00:00:00,-11.32,4043.75,2024-10-31 00:00:00,-81.1,764.25,
"GARUDA",216.33,2025-08-29 00:00:00,1.48,185.86,2025-07-31 00:00:00,18.12,99.16,2025-04-30 00:00:00,121.4,89.79,2024-10-31 00:00:00,144.5,219.54,
"GATEWAY",64.39,2025-08-29 00:00:00,1.01,70.84,2025-07-31 00:00:00,-8.19,59.8,2025-04-30 00:00:00,8.76,87.94,2024-10-31 00:00:00,-26.04,65.04,
"GEECEE",353.05,2025-08-29 00:00:00,2.41,370,2025-07-31 00:00:00,-2.28,366.55,2025-04-30 00:00:00,-1.36,402.15,2024-10-31 00:00:00,-10.1,361.55,
"GEEKAYWIRE",68.24,2025-08-29 00:00:00,2.62,67.41,2025-07-31 00:00:00,3.89,72.05,2025-04-30 00:00:00,-2.8,122.39,2024-08-30 00:00:00,-42.78,70.03,
"GEMAROMA",276.15,2025-08-29 00:00:00,-0.54,0.001,,27464900,0.001,,27464900,0.001,,27464900,274.65,
"GENESYS",562.05,2025-08-29 00:00:00,4.06,600.35,2025-07-31 00:00:00,-2.58,656.1,2025-04-30 00:00:00,-10.86,773.85,2024-10-31 00:00:00,-24.42,584.85,
"GENUSPAPER",17.81,2025-08-29 00:00:00,2.86,18.29,2025-07-31 00:00:00,0.16,18.04,2025-04-30 00:00:00,1.55,22.42,2024-10-31 00:00:00,-18.29,18.32,
"GENUSPOWER",327.55,2025-08-29 00:00:00,3.24,356.35,2025-07-31 00:00:00,-5.11,283.8,2025-04-30 00:00:00,19.15,415,2024-10-31 00:00:00,-18.52,338.15,
"GEOJITFSL",71.29,2025-08-29 00:00:00,1.61,73.05,2025-07-31 00:00:00,-0.84,74.53,2025-04-30 00:00:00,-2.8,127.13,2024-10-31 00:00:00,-43.02,72.44,
"GESHIP",927.35,2025-08-29 00:00:00,3.13,939.9,2025-07-31 00:00:00,1.76,870.05,2025-04-30 00:00:00,9.92,1289.4,2024-10-31 00:00:00,-25.83,956.4,
"GFLLIMITED",59.52,2025-08-29 00:00:00,1.5,61.16,2025-07-31 00:00:00,-1.23,53.87,2025-04-30 00:00:00,12.14,100.9,2024-10-25 00:00:00,-40.13,60.41,
"GHCL",552,2025-08-29 00:00:00,1.87,596.8,2025-07-31 00:00:00,-5.78,582.4,2025-04-30 00:00:00,-3.45,596.65,2024-10-31 00:00:00,-5.76,562.3,
"GHCLTEXTIL",79.56,2025-08-29 00:00:00,-2.25,87.98,2025-07-31 00:00:00,-11.6,79.32,2025-04-30 00:00:00,-1.95,105.65,2024-10-31 00:00:00,-26.39,77.77,
"GICHSGFIN",172.14,2025-08-29 00:00:00,0.63,187.03,2025-07-31 00:00:00,-7.38,175.23,2025-04-30 00:00:00,-1.15,212.15,2024-10-31 00:00:00,-18.35,173.22,
"GICRE",363.65,2025-08-29 00:00:00,1.97,392.15,2025-07-31 00:00:00,-5.44,417.15,2025-04-30 00:00:00,-11.11,369.2,2024-10-31 00:00:00,0.43,370.8,
"GILLANDERS",114.16,2025-08-29 00:00:00,4.77,146.1,2025-07-31 00:00:00,-18.14,120.75,2025-04-30 00:00:00,-0.95,93.72,2024-08-30 00:00:00,27.61,119.6,
"GILLETTE",10095,2025-08-29 00:00:00,-0.29,10833,2025-07-31 00:00:00,-7.08,8036.5,2025-04-30 00:00:00,25.25,9955.35,2024-10-31 00:00:00,1.11,10066,
"GILT5YBEES",62.41,2025-08-29 00:00:00,-0.08,62.67,2025-07-31 00:00:00,-0.49,61.74,2025-04-30 00:00:00,1,58.08,2024-10-31 00:00:00,7.37,62.36,
"GIPCL",177.85,2025-08-29 00:00:00,3.48,200.85,2025-07-31 00:00:00,-8.37,182.35,2025-04-30 00:00:00,0.93,209.85,2024-10-31 00:00:00,-12.3,184.04,
"GKWLIMITED",1693.2,2025-08-29 00:00:00,1.77,1959.1,2025-07-31 00:00:00,-12.05,2300.25,2025-01-31 00:00:00,-25.09,0.001,,172309900,1723.1,
"GLAND",1871.5,2025-08-29 00:00:00,-0.02,2064.8,2025-07-31 00:00:00,-9.38,1400,2025-04-30 00:00:00,33.65,1651.1,2024-10-31 00:00:00,13.32,1871.1,
"GLAXO",2785,2025-08-29 00:00:00,0.84,3162.6,2025-07-31 00:00:00,-11.2,2964.6,2025-04-30 00:00:00,-5.27,2712.25,2024-10-31 00:00:00,3.55,2808.5,
"GLENMARK",1923.9,2025-08-29 00:00:00,0.15,2134.1,2025-07-31 00:00:00,-9.71,1381.2,2025-04-30 00:00:00,39.5,1694.55,2024-10-31 00:00:00,13.71,1926.8,
"GLOBALE",13.55,2025-08-29 00:00:00,2.07,38.9,2024-09-11 00:00:00,-64.45,0.001,,1382900,0.001,,1382900,13.83,
"GLOBALVECT",209.44,2025-08-29 00:00:00,-0.19,224.86,2025-07-31 00:00:00,-7.03,220.9,2025-04-30 00:00:00,-5.36,0.001,,20904900,209.05,
"GLOBE",2.13,2025-08-29 00:00:00,2.82,2.27,2025-07-31 00:00:00,-3.52,2.66,2025-02-28 00:00:00,-17.67,0.001,,218900,2.19,
"GLOBECIVIL",78.94,2025-08-29 00:00:00,-0.75,82.12,2025-07-31 00:00:00,-4.59,0.001,,7834900,0.001,,7834900,78.35,
"GLOBUSSPR",1204.5,2025-08-29 00:00:00,0.16,1281.15,2025-07-31 00:00:00,-5.83,1048.7,2025-04-30 00:00:00,15.04,1055.8,2024-10-31 00:00:00,14.26,1206.4,
"GLOSTERLTD",680.5,2025-08-29 00:00:00,-0.77,624.85,2025-07-31 00:00:00,8.07,581.4,2025-04-30 00:00:00,16.14,719.45,2024-10-31 00:00:00,-6.14,675.25,
"GMBREW",675.55,2025-08-29 00:00:00,1.24,689.6,2025-07-31 00:00:00,-0.82,663.9,2025-04-30 00:00:00,3.02,797.2,2024-10-31 00:00:00,-14.21,683.95,
"GMDCLTD",403.85,2025-08-29 00:00:00,6.82,393.8,2025-07-31 00:00:00,9.55,304.15,2025-04-30 00:00:00,41.84,370.45,2024-10-31 00:00:00,16.45,431.4,
"GMMPFAUDLR",1178,2025-08-29 00:00:00,-0.48,1403,2025-07-31 00:00:00,-16.44,1025.8,2025-04-30 00:00:00,14.29,1399.7,2024-10-31 00:00:00,-16.24,1172.4,
"GMRAIRPORT",86.07,2025-08-29 00:00:00,1.12,90.06,2025-07-31 00:00:00,-3.36,87.19,2025-04-30 00:00:00,-0.18,0.001,,8702900,87.03,
"GMRP&UI",110.18,2025-08-29 00:00:00,0.8,109.03,2025-07-31 00:00:00,1.86,113.46,2025-04-30 00:00:00,-2.12,117.78,2024-10-31 00:00:00,-5.71,111.06,
"GNA",299.6,2025-08-29 00:00:00,-0.13,305.15,2025-07-31 00:00:00,-1.95,314.65,2025-04-30 00:00:00,-4.91,401.15,2024-10-31 00:00:00,-25.41,299.2,
"GNFC",522.75,2025-08-29 00:00:00,2.81,540.8,2025-07-31 00:00:00,-0.62,486.35,2025-04-30 00:00:00,10.51,625.15,2024-10-31 00:00:00,-14.03,537.45,
"GOACARBON",433.55,2025-08-29 00:00:00,3.14,487.65,2025-07-31 00:00:00,-8.31,452.35,2025-04-30 00:00:00,-1.15,713.9,2024-10-31 00:00:00,-37.37,447.15,
"GOCLCORP",355.45,2025-08-29 00:00:00,-1,356.95,2025-07-31 00:00:00,-1.41,281.65,2025-04-30 00:00:00,24.94,411.35,2024-10-31 00:00:00,-14.45,351.9,
"GOCOLORS",705.25,2025-08-29 00:00:00,-0.67,823.55,2025-07-31 00:00:00,-14.94,785.9,2025-04-30 00:00:00,-10.87,1136.3,2024-10-31 00:00:00,-38.35,700.5,
"GODFRYPHLP",11003.5,2025-08-29 00:00:00,-3.93,9110.5,2025-07-31 00:00:00,16.03,8116,2025-04-30 00:00:00,30.25,6625.15,2024-10-31 00:00:00,59.56,10571,
"GODIGIT",357.65,2025-08-29 00:00:00,-0.82,370.05,2025-07-31 00:00:00,-4.15,285.6,2025-04-30 00:00:00,24.19,330.2,2024-10-31 00:00:00,7.42,354.7,
"GODREJAGRO",740.3,2025-08-29 00:00:00,0.26,847.2,2025-07-31 00:00:00,-12.39,770.25,2025-04-30 00:00:00,-3.64,712.8,2024-10-31 00:00:00,4.13,742.25,
"GODREJCP",1242.6,2025-08-29 00:00:00,1.14,1259,2025-07-31 00:00:00,-0.17,1260.5,2025-04-30 00:00:00,-0.29,1283.15,2024-10-31 00:00:00,-2.05,1256.8,
"GODREJIND",1230.2,2025-08-29 00:00:00,-0.5,1147.4,2025-07-31 00:00:00,6.68,1083.9,2025-04-30 00:00:00,12.93,1038.3,2024-10-31 00:00:00,17.89,1224.1,
"GODREJPROP",1947.7,2025-08-29 00:00:00,0.23,2102.9,2025-07-31 00:00:00,-7.17,2161.5,2025-04-30 00:00:00,-9.68,2875.7,2024-10-31 00:00:00,-32.11,1952.2,
"GOKEX",672.95,2025-08-29 00:00:00,3.8,849.75,2025-07-31 00:00:00,-17.8,848.55,2025-04-30 00:00:00,-17.68,896.45,2024-10-31 00:00:00,-22.08,698.5,
"GOKUL",40.32,2025-08-29 00:00:00,0.55,43.79,2025-07-31 00:00:00,-7.42,43.98,2025-04-30 00:00:00,-7.82,52.95,2024-08-30 00:00:00,-23.44,40.54,
"GOKULAGRO",326.35,2025-08-29 00:00:00,4.81,311.45,2025-07-31 00:00:00,9.83,235.23,2025-04-30 00:00:00,45.41,284,2024-10-31 00:00:00,20.44,342.05,
"GOLD1",85.98,2025-08-29 00:00:00,1.73,82.77,2025-07-31 00:00:00,5.68,79.48,2025-04-30 00:00:00,10.05,67.25,2024-10-31 00:00:00,30.07,87.47,
"GOLD360",101.15,2025-08-29 00:00:00,1.68,97.35,2025-07-31 00:00:00,5.65,94.2,2025-04-30 00:00:00,9.18,0.001,,10284900,102.85,
"GOLDBEES",85.34,2025-08-29 00:00:00,1.49,82.2,2025-07-31 00:00:00,5.36,79.09,2025-04-30 00:00:00,9.51,66.92,2024-10-31 00:00:00,29.42,86.61,
"GOLDCASE",16.2,2025-08-29 00:00:00,1.91,15.61,2025-07-31 00:00:00,5.77,15.03,2025-04-30 00:00:00,9.85,12.7,2024-10-31 00:00:00,30,16.51,
"GOLDETF",100.03,2025-08-29 00:00:00,1.76,96.54,2025-07-31 00:00:00,5.44,92.85,2025-04-30 00:00:00,9.63,78.2,2024-10-31 00:00:00,30.17,101.79,
"GOLDETFADD",99.8,2025-08-29 00:00:00,2.01,96.33,2025-07-31 00:00:00,5.69,92.93,2025-04-30 00:00:00,9.56,78.4,2024-10-31 00:00:00,29.86,101.81,
"GOLDIAM",363.05,2025-08-29 00:00:00,4.38,342.45,2025-07-31 00:00:00,10.66,366.75,2025-04-30 00:00:00,3.33,354.1,2024-10-31 00:00:00,7.02,378.95,
"GOLDIETF",88.17,2025-08-29 00:00:00,1.77,84.86,2025-07-31 00:00:00,5.74,81.59,2025-04-30 00:00:00,9.98,68.95,2024-10-31 00:00:00,30.14,89.73,
"GOLDSHARE",86.35,2025-08-29 00:00:00,1.8,83.3,2025-07-31 00:00:00,5.52,80.15,2025-04-30 00:00:00,9.67,67.2,2024-10-31 00:00:00,30.8,87.9,
"GOLDTECH",66.4,2025-08-29 00:00:00,1.52,76.25,2025-07-31 00:00:00,-11.59,64.77,2025-04-30 00:00:00,4.08,0.001,,6740900,67.41,
"GOODLUCK",1191.2,2025-08-29 00:00:00,-3.84,1106.2,2025-07-31 00:00:00,3.54,722.4,2025-04-30 00:00:00,58.55,938.85,2024-10-31 00:00:00,22,1145.4,
"GOPAL",368.15,2025-08-29 00:00:00,2.61,346.75,2025-07-31 00:00:00,8.94,276.25,2025-04-30 00:00:00,36.74,480.75,2024-10-31 00:00:00,-21.42,377.75,
"GOYALALUM",7.38,2025-08-29 00:00:00,0.54,7.48,2025-07-31 00:00:00,-0.8,8.18,2025-04-30 00:00:00,-9.29,10.01,2024-10-31 00:00:00,-25.87,7.42,
"GPIL",232.38,2025-08-29 00:00:00,2.96,194.19,2025-07-31 00:00:00,23.21,182.34,2025-04-30 00:00:00,31.22,195.65,2024-10-31 00:00:00,22.29,239.27,
"GPPL",149.11,2025-08-29 00:00:00,2.2,158.23,2025-07-31 00:00:00,-3.69,132.99,2025-04-30 00:00:00,14.59,197.37,2024-10-31 00:00:00,-22.79,152.39,
"GPTHEALTH",148.13,2025-08-29 00:00:00,0.05,176.54,2025-07-31 00:00:00,-16.05,154.87,2025-04-30 00:00:00,-4.31,171.11,2024-10-31 00:00:00,-13.39,148.2,
"GPTINFRA",111.48,2025-08-29 00:00:00,1.76,128.62,2025-07-31 00:00:00,-11.8,125.16,2025-04-30 00:00:00,-9.36,136.17,2024-10-31 00:00:00,-16.69,113.44,
"GRANULES",492.25,2025-08-29 00:00:00,4.78,474.9,2025-07-31 00:00:00,8.61,455.8,2025-04-30 00:00:00,13.16,569.6,2024-10-31 00:00:00,-9.45,515.8,
"GRAPHITE",510.8,2025-08-29 00:00:00,1.39,572.75,2025-07-31 00:00:00,-9.58,452.2,2025-04-30 00:00:00,14.53,529.95,2024-10-31 00:00:00,-2.27,517.9,
"GRASIM",2775.6,2025-08-29 00:00:00,1.02,2746.4,2025-07-31 00:00:00,2.09,2737.5,2025-04-30 00:00:00,2.43,2695.85,2024-10-31 00:00:00,4.01,2803.9,
"GRAVITA",1619.7,2025-08-29 00:00:00,2.22,1873.5,2025-07-31 00:00:00,-11.63,1752.5,2025-04-30 00:00:00,-5.53,2119.8,2024-10-31 00:00:00,-21.9,1655.6,
"GREAVESCOT",198.16,2025-08-29 00:00:00,3.51,226.21,2025-07-31 00:00:00,-9.33,199.57,2025-04-30 00:00:00,2.78,186.07,2024-10-31 00:00:00,10.23,205.11,
"GREENLAM",238.94,2025-08-29 00:00:00,1.93,234.62,2025-07-31 00:00:00,3.81,206.98,2025-04-30 00:00:00,17.67,520.6,2024-10-31 00:00:00,-53.22,243.56,
"GREENPANEL",270.45,2025-08-29 00:00:00,0.87,293.85,2025-07-31 00:00:00,-7.16,232.36,2025-04-30 00:00:00,17.4,389.3,2024-10-31 00:00:00,-29.93,272.8,
"GREENPLY",308.65,2025-08-29 00:00:00,-0.89,322.4,2025-07-31 00:00:00,-5.12,290.4,2025-04-30 00:00:00,5.34,347.7,2024-10-31 00:00:00,-12.02,305.9,
"GREENPOWER",13.62,2025-08-29 00:00:00,-0.66,14.04,2025-07-31 00:00:00,-3.63,12.17,2025-04-30 00:00:00,11.18,19.03,2024-10-31 00:00:00,-28.9,13.53,
"GRINDWELL",1563.5,2025-08-29 00:00:00,2.03,1540.4,2025-07-31 00:00:00,3.56,1686.1,2025-04-30 00:00:00,-5.39,2213.55,2024-10-31 00:00:00,-27.93,1595.2,
"GRINFRA",1249.8,2025-08-29 00:00:00,0.34,1218.2,2025-07-31 00:00:00,2.95,1038.1,2025-04-30 00:00:00,20.81,1619.3,2024-10-31 00:00:00,-22.55,1254.1,
"GRMOVER",366.15,2025-08-29 00:00:00,0.79,371.4,2025-07-31 00:00:00,-0.63,315.7,2025-04-30 00:00:00,16.9,221.75,2024-10-31 00:00:00,66.43,369.05,
"GROWWDEFNC",74.19,2025-08-29 00:00:00,2.21,77.84,2025-07-31 00:00:00,-2.58,71.63,2025-04-30 00:00:00,5.86,63.62,2024-10-31 00:00:00,19.19,75.83,
"GROWWEV",29.75,2025-08-29 00:00:00,2.72,28.89,2025-07-31 00:00:00,5.78,27.09,2025-04-30 00:00:00,12.81,31.3,2024-10-31 00:00:00,-2.36,30.56,
"GROWWGOLD",101.01,2025-08-29 00:00:00,1.7,97.06,2025-07-31 00:00:00,5.84,93.72,2025-04-30 00:00:00,9.61,79.45,2024-10-31 00:00:00,29.3,102.73,
"GROWWLIQID",105.53,2025-08-29 00:00:00,0.01,105.08,2025-07-31 00:00:00,0.44,103.79,2025-04-30 00:00:00,1.69,100.77,2024-10-31 00:00:00,4.73,105.54,
"GROWWLOVOL",10.09,2025-08-29 00:00:00,1.09,9.96,2025-07-31 00:00:00,2.41,0.001,,1019900,0.001,,1019900,10.2,
"GROWWMOM50",10.1,2025-08-29 00:00:00,1.58,10.42,2025-07-31 00:00:00,-1.54,9.94,2025-04-30 00:00:00,3.22,0.001,,1025900,10.26,
"GROWWN200",10.96,2025-08-29 00:00:00,1,11.15,2025-07-31 00:00:00,-0.72,10.84,2025-04-30 00:00:00,2.12,0.001,,1106900,11.07,
"GROWWNET",10.48,2025-08-29 00:00:00,2,10.35,2025-07-31 00:00:00,3.29,0.001,,1068900,0.001,,1068900,10.69,
"GROWWNIFTY",9.81,2025-08-29 00:00:00,0.61,9.94,2025-07-31 00:00:00,-0.7,0.001,,986900,0.001,,986900,9.87,
"GROWWNXT50",65.96,2025-08-29 00:00:00,0.89,0.001,,6654900,0.001,,6654900,0.001,,6654900,66.55,
"INDOAMIN",144.96,2025-08-29 00:00:00,1.39,150.04,2025-07-31 00:00:00,-2.04,129.83,2025-04-30 00:00:00,13.21,172.17,2024-10-31 00:00:00,-14.63,146.98,
"INDOCO",266.6,2025-08-29 00:00:00,0.49,317.85,2025-07-31 00:00:00,-15.71,232.57,2025-04-30 00:00:00,15.19,310.4,2024-10-31 00:00:00,-13.69,267.9,
"INDOFARM",223.17,2025-08-29 00:00:00,5.76,208.4,2025-07-31 00:00:00,13.25,192.39,2025-02-28 00:00:00,22.68,0.001,,23601900,236.02,
"INDOSTAR",257.95,2025-08-29 00:00:00,0.95,288.15,2025-07-31 00:00:00,-9.63,301.5,2025-04-30 00:00:00,-13.63,276.9,2024-10-31 00:00:00,-5.96,260.4,
"INDOTECH",1730.4,2025-08-29 00:00:00,5,1662.7,2025-07-31 00:00:00,9.27,2274.6,2025-04-30 00:00:00,-20.12,1865.3,2024-08-16 00:00:00,-2.59,1816.9,
"INDOUS",149.14,2025-08-29 00:00:00,0.29,174.3,2025-07-31 00:00:00,-14.19,311.45,2024-12-30 00:00:00,-51.98,0.001,,14956900,149.57,
"INDOWIND",16.63,2025-08-29 00:00:00,2.65,17.96,2025-07-31 00:00:00,-4.96,19.09,2025-04-30 00:00:00,-10.58,22.49,2024-10-31 00:00:00,-24.1,17.07,
"INDRAMEDCO",439,2025-08-29 00:00:00,1.88,470,2025-07-31 00:00:00,-4.84,399.1,2025-04-30 00:00:00,12.06,406.7,2024-10-31 00:00:00,9.97,447.25,
"INDTERRAIN",35.82,2025-08-29 00:00:00,-1.73,38.34,2025-07-31 00:00:00,-8.19,33.56,2025-04-30 00:00:00,4.89,53.52,2024-10-31 00:00:00,-34.23,35.2,
"INDUSINDBK",739.5,2025-08-29 00:00:00,1.81,798.9,2025-07-31 00:00:00,-5.76,838.4,2025-04-30 00:00:00,-10.2,1055.6,2024-10-31 00:00:00,-28.68,752.85,
"INDUSTOWER",338.6,2025-08-29 00:00:00,0.24,363,2025-07-31 00:00:00,-6.5,408.2,2025-04-30 00:00:00,-16.85,340.55,2024-10-31 00:00:00,-0.34,339.4,
"INFIBEAM",15.63,2025-08-29 00:00:00,-0.38,15.67,2025-07-31 00:00:00,-0.64,17.03,2025-04-30 00:00:00,-8.57,29.12,2024-10-31 00:00:00,-46.53,15.57,
"INFOBEAN",613.4,2025-08-29 00:00:00,-1.17,592.2,2025-07-31 00:00:00,2.36,301.75,2025-04-30 00:00:00,100.89,417.85,2024-10-31 00:00:00,45.08,606.2,
"INFRABEES",918.58,2025-08-29 00:00:00,0.82,937.62,2025-07-31 00:00:00,-1.22,904.7,2025-04-30 00:00:00,2.37,912.96,2024-10-31 00:00:00,1.44,926.15,
"INFRAIETF",90.98,2025-08-29 00:00:00,1.1,93.1,2025-07-31 00:00:00,-1.2,89.72,2025-04-30 00:00:00,2.52,90.54,2024-10-31 00:00:00,1.59,91.98,
