"NSE_CODE","M1CLOSE","M1CLOSEDT","M1RET","M3CLOSE","M3CLOSEDT","M3RET","M6CLOSE","M6CLOSEDT","M6RET","M12CLOSE","M12CLOSEDT","M12RET","CLOSE",
"POKARNA",884.3,2025-08-29 00:00:00,-3.62,931.1,2025-07-31 00:00:00,-8.46,903.7,2025-04-30 00:00:00,-5.69,1082.65,2024-10-31 00:00:00,-21.28,852.3,
"POLICYBZR",1770.8,2025-08-29 00:00:00,2.58,1812.1,2025-07-31 00:00:00,0.24,1625.3,2025-04-30 00:00:00,11.76,1701.15,2024-10-31 00:00:00,6.77,1816.4,
"POLYCAB",7091,2025-08-29 00:00:00,0.75,6821,2025-07-31 00:00:00,4.74,5520,2025-04-30 00:00:00,29.43,6480.4,2024-10-31 00:00:00,10.25,7144.5,
"POLYMED",2085.4,2025-08-29 00:00:00,-0.66,1937.8,2025-07-31 00:00:00,6.9,2574,2025-04-30 00:00:00,-19.52,2874.3,2024-10-31 00:00:00,-27.93,2071.6,
"POLYPLEX",1012,2025-08-29 00:00:00,0.69,1121.9,2025-07-31 00:00:00,-9.17,1219,2025-04-30 00:00:00,-16.41,1148.4,2024-10-31 00:00:00,-11.27,1019,
"PONNIERODE",283.8,2025-08-29 00:00:00,0.48,302.75,2025-07-31 00:00:00,-5.81,319.75,2025-04-30 00:00:00,-10.82,445.6,2024-10-31 00:00:00,-36.01,285.15,
"POONAWALLA",431.55,2025-08-29 00:00:00,-0.66,422.25,2025-07-31 00:00:00,1.53,375.25,2025-04-30 00:00:00,14.24,374.5,2024-10-31 00:00:00,14.47,428.7,
"POWERGRID",275.25,2025-08-29 00:00:00,1.67,291,2025-07-31 00:00:00,-3.83,307.45,2025-04-30 00:00:00,-8.98,320.8,2024-10-31 00:00:00,-12.76,279.85,
"POWERINDIA",19110,2025-08-29 00:00:00,-0.88,20095,2025-07-31 00:00:00,-5.74,14529,2025-04-30 00:00:00,30.37,13819,2024-10-31 00:00:00,37.07,18942,
"POWERMECH",3003.9,2025-08-29 00:00:00,5.41,3125.6,2025-07-31 00:00:00,1.3,2619.4,2025-04-30 00:00:00,20.88,2954.45,2024-10-31 00:00:00,7.17,3166.3,
"PPL",313.35,2025-08-29 00:00:00,1.44,364.05,2025-07-31 00:00:00,-12.69,413.3,2025-04-30 00:00:00,-23.09,548.75,2024-10-31 00:00:00,-42.08,317.85,
"PPLPHARMA",183.44,2025-08-29 00:00:00,2.38,197.03,2025-07-31 00:00:00,-4.68,211.05,2025-04-30 00:00:00,-11.01,268.47,2024-10-31 00:00:00,-30.04,187.81,
"PRABHA",249.25,2025-08-29 00:00:00,1.61,262.65,2025-07-31 00:00:00,-3.57,183.89,2025-04-30 00:00:00,37.73,0.001,,25326900,253.27,
"PRAENG",27.18,2025-08-29 00:00:00,-4.89,19,2025-07-31 00:00:00,36.05,19.37,2025-04-30 00:00:00,33.45,0.001,,2584900,25.85,
"PRAJIND",391.3,2025-08-29 00:00:00,2.77,467.05,2025-07-31 00:00:00,-13.9,461.3,2025-04-30 00:00:00,-12.82,739.3,2024-10-31 00:00:00,-45.6,402.15,
"PRAKASH",156.51,2025-08-29 00:00:00,1.6,176.64,2025-07-31 00:00:00,-9.98,171.57,2025-04-30 00:00:00,-7.31,166.83,2024-10-31 00:00:00,-4.68,159.02,
"PRAKASHSTL",5.5,2025-08-29 00:00:00,-1.45,5.85,2025-07-31 00:00:00,-7.35,6.63,2025-04-30 00:00:00,-18.25,8.82,2024-10-31 00:00:00,-38.55,5.42,
"PRECAM",170.91,2025-08-29 00:00:00,0.56,180.71,2025-07-31 00:00:00,-4.89,154.98,2025-04-30 00:00:00,10.9,311.05,2024-10-31 00:00:00,-44.75,171.87,
"PRECWIRE",170.61,2025-08-29 00:00:00,1.74,178.76,2025-07-31 00:00:00,-2.9,135.13,2025-04-30 00:00:00,28.45,191.77,2024-10-31 00:00:00,-9.49,173.58,
"PREMEXPLN",503.65,2025-08-29 00:00:00,1.99,438.9,2025-07-31 00:00:00,17.03,416.2,2025-04-30 00:00:00,23.41,451.3,2024-10-31 00:00:00,13.82,513.65,
"PREMIERENE",994.1,2025-08-29 00:00:00,4.25,1032.1,2025-07-31 00:00:00,0.41,982,2025-04-30 00:00:00,5.53,1021.2,2024-10-31 00:00:00,1.48,1036.35,
"PREMIERPOL",48.17,2025-08-29 00:00:00,2.53,50.94,2025-07-31 00:00:00,-3.04,57.63,2025-04-30 00:00:00,-14.3,0.001,,4938900,49.39,
"PRESTIGE",1561.8,2025-08-29 00:00:00,1.05,1626.5,2025-07-31 00:00:00,-2.97,1375.1,2025-04-30 00:00:00,14.77,1636.45,2024-10-31 00:00:00,-3.56,1578.2,
"PRICOLLTD",459.85,2025-08-29 00:00:00,3.83,432.8,2025-07-31 00:00:00,10.32,437.85,2025-04-30 00:00:00,9.04,482.35,2024-10-31 00:00:00,-1.02,477.45,
"PRIMESECU",262.65,2025-08-29 00:00:00,3.12,284.65,2025-07-31 00:00:00,-4.85,226.94,2025-04-30 00:00:00,19.35,324.3,2024-10-31 00:00:00,-16.48,270.85,
"PRIMO",25.57,2025-08-29 00:00:00,2.85,27.94,2025-07-31 00:00:00,-5.87,25.86,2025-04-30 00:00:00,1.7,0.001,,2629900,26.3,
"PRINCEPIPE",318.65,2025-08-29 00:00:00,5.59,337.05,2025-07-31 00:00:00,-0.18,251.21,2025-04-30 00:00:00,33.93,473.1,2024-10-31 00:00:00,-28.88,336.45,
"PRITI",74.64,2025-08-29 00:00:00,1,85.37,2025-07-31 00:00:00,-11.69,92.71,2025-04-30 00:00:00,-18.68,137.42,2024-10-31 00:00:00,-45.14,75.39,
"PRITIKAUTO",17.34,2025-08-29 00:00:00,0.06,18.47,2025-07-31 00:00:00,-6.06,15.79,2025-04-30 00:00:00,9.88,23.31,2024-10-31 00:00:00,-25.57,17.35,
"PRIVISCL",2212.6,2025-08-29 00:00:00,3.01,2554.9,2025-07-31 00:00:00,-10.79,1971.2,2025-04-30 00:00:00,15.63,1726.55,2024-10-31 00:00:00,32.01,2279.2,
"PROSTARM",188.77,2025-08-29 00:00:00,1.39,232.85,2025-07-31 00:00:00,-17.8,0.001,,19139900,0.001,,19139900,191.4,
"PROTEAN",867.8,2025-08-29 00:00:00,-0.09,785.8,2025-07-31 00:00:00,10.34,1310.5,2025-04-30 00:00:00,-33.84,0.001,,86704900,867.05,
"DICIND",586,2025-08-29 00:00:00,-1.05,618.4,2025-07-31 00:00:00,-6.23,690.8,2025-04-30 00:00:00,-16.06,652,2024-08-13 00:00:00,-11.07,579.85,
"DIFFNKG",361.75,2025-08-29 00:00:00,-0.12,332.2,2025-07-31 00:00:00,8.76,241.8,2025-02-18 00:00:00,49.42,0.001,,36129900,361.3,
"DIGIDRIVE",31.55,2025-08-29 00:00:00,-0.16,32.58,2025-07-31 00:00:00,-3.31,30.99,2025-04-30 00:00:00,1.65,43.9,2024-10-31 00:00:00,-28.25,31.5,
"DIGISPICE",25.74,2025-08-29 00:00:00,-0.54,21.12,2025-07-31 00:00:00,21.21,19.17,2025-04-30 00:00:00,33.54,0.001,,2559900,25.6,
"DIGITIDE",200.83,2025-08-29 00:00:00,2.83,232.59,2025-07-31 00:00:00,-11.21,0.001,,20650900,0.001,,20650900,206.51,
"DIL",1.9,2025-08-29 00:00:00,0.53,3.15,2024-12-02 00:00:00,-39.37,5.94,2024-09-30 00:00:00,-67.85,0.001,,190900,1.91,
"DISHTV",5.11,2025-08-29 00:00:00,-0.39,5.4,2025-07-31 00:00:00,-5.74,6.41,2025-02-28 00:00:00,-20.59,14.75,2024-08-30 00:00:00,-65.49,5.09,
"DIVGIITTS",647.55,2025-08-29 00:00:00,0.94,640.8,2025-07-31 00:00:00,2.01,468.9,2025-04-30 00:00:00,39.4,632.1,2024-10-31 00:00:00,3.41,653.65,
"DIVISLAB",6131.5,2025-08-29 00:00:00,-0.63,6595.5,2025-07-31 00:00:00,-7.62,6087,2025-04-30 00:00:00,0.1,5889.65,2024-10-31 00:00:00,3.45,6093,
"DIVOPPBEES",75.94,2025-08-29 00:00:00,1,76.47,2025-07-31 00:00:00,0.3,76.06,2025-04-30 00:00:00,0.84,82.61,2024-10-31 00:00:00,-7.15,76.7,
"DIXON",16690,2025-08-29 00:00:00,5.34,16841,2025-07-31 00:00:00,4.4,16452,2025-04-30 00:00:00,6.87,14061.6,2024-10-31 00:00:00,25.04,17582,
"DJML",101.28,2025-08-29 00:00:00,1.03,112.65,2025-07-31 00:00:00,-9.17,124.98,2025-04-30 00:00:00,-18.13,0.001,,10231900,102.32,
"DLF",739.05,2025-08-29 00:00:00,1.25,784.25,2025-07-31 00:00:00,-4.58,674.3,2025-04-30 00:00:00,10.97,819.85,2024-10-31 00:00:00,-8.73,748.3,
"DLINKINDIA",472.95,2025-08-29 00:00:00,1.43,513,2025-07-31 00:00:00,-6.49,434.4,2025-04-30 00:00:00,10.43,553.55,2024-10-31 00:00:00,-13.34,479.7,
"DMART",4755.6,2025-08-29 00:00:00,-0.44,4267.4,2025-07-31 00:00:00,10.96,4199.9,2025-04-30 00:00:00,12.74,3930.7,2024-10-31 00:00:00,20.46,4734.9,
"DMCC",312.8,2025-08-29 00:00:00,0.46,313.8,2025-07-31 00:00:00,0.14,295.6,2025-04-30 00:00:00,6.31,0.001,,31424900,314.25,
"DNAMEDIA",4.62,2025-08-29 00:00:00,-1.95,4.64,2025-07-31 00:00:00,-2.37,4.96,2025-04-30 00:00:00,-8.67,6.74,2024-08-06 00:00:00,-32.79,4.53,
"DODLA",1362.7,2025-08-29 00:00:00,0.72,1271.9,2025-07-31 00:00:00,7.91,1039,2025-04-30 00:00:00,32.1,1189.3,2024-10-31 00:00:00,15.4,1372.5,
"DOLATALGO",79.69,2025-08-29 00:00:00,-0.11,90.49,2025-07-31 00:00:00,-12.03,84.29,2025-04-30 00:00:00,-5.56,139.83,2024-10-31 00:00:00,-43.07,79.6,
"DOLLAR",352.7,2025-08-29 00:00:00,0.96,380.65,2025-07-31 00:00:00,-6.45,383.3,2025-04-30 00:00:00,-7.1,510.5,2024-10-31 00:00:00,-30.24,356.1,
"DOLPHIN",428,2025-08-29 00:00:00,-0.58,436.5,2025-07-31 00:00:00,-2.52,369,2025-01-31 00:00:00,15.31,0.001,,42549900,425.5,
"DOMS",2431.7,2025-08-29 00:00:00,0.56,2342.6,2025-07-31 00:00:00,4.38,2746,2025-04-30 00:00:00,-10.95,2785.1,2024-10-31 00:00:00,-12.2,2445.2,
"DONEAR",93.65,2025-08-29 00:00:00,3.72,101.05,2025-07-31 00:00:00,-3.88,104.96,2025-04-30 00:00:00,-7.46,0.001,,9712900,97.13,
"DPABHUSHAN",1570.9,2025-08-29 00:00:00,2.41,1662,2025-07-31 00:00:00,-3.2,1418.7,2025-04-30 00:00:00,13.4,1775.8,2024-10-31 00:00:00,-9.4,1608.8,
"DPSCLTD",12.01,2025-08-29 00:00:00,0.67,12.74,2025-07-31 00:00:00,-5.1,12.76,2025-04-30 00:00:00,-5.25,17.87,2024-10-31 00:00:00,-32.34,12.09,
"DPWIRES",223.01,2025-08-29 00:00:00,-1.9,213.31,2025-07-31 00:00:00,2.56,207.69,2025-04-30 00:00:00,5.34,416.7,2024-10-31 00:00:00,-47.5,218.78,
"DREDGECORP",588.6,2025-08-29 00:00:00,1.48,668,2025-07-31 00:00:00,-10.58,576.9,2025-04-30 00:00:00,3.54,1006.3,2024-10-31 00:00:00,-40.64,597.3,
"DRREDDY",1260.1,2025-08-29 00:00:00,1.57,1270.3,2025-07-31 00:00:00,0.76,1183.9,2025-04-30 00:00:00,8.11,1274.2,2024-10-31 00:00:00,0.45,1279.9,
"DSSL",984.55,2025-08-29 00:00:00,-0.57,999.6,2025-07-31 00:00:00,-2.07,1052.8,2025-04-30 00:00:00,-7.02,1269.85,2024-10-31 00:00:00,-22.91,978.9,
"DTIL",189.97,2025-08-29 00:00:00,0.87,192.51,2025-07-31 00:00:00,-0.46,172.52,2025-04-30 00:00:00,11.08,269.75,2024-10-31 00:00:00,-28.96,191.63,
"DUCON",5.43,2025-08-29 00:00:00,-0.55,5.76,2025-07-31 00:00:00,-6.25,6.01,2025-04-30 00:00:00,-10.15,8.12,2024-10-31 00:00:00,-33.5,5.4,
"DVL",343.1,2025-08-29 00:00:00,1.59,350.25,2025-07-31 00:00:00,-0.49,341,2025-04-30 00:00:00,2.21,447.2,2024-10-31 00:00:00,-22.06,348.55,
"DWARKESH",39.43,2025-08-29 00:00:00,2.16,42.46,2025-07-31 00:00:00,-5.13,40.08,2025-04-30 00:00:00,0.5,62.9,2024-10-31 00:00:00,-35.96,40.28,
"DYCL",419,2025-08-29 00:00:00,3.02,399.8,2025-07-31 00:00:00,7.97,536.7,2025-04-30 00:00:00,-19.57,833.8,2024-10-31 00:00:00,-48.23,431.65,
"DYNAMATECH",6429.5,2025-08-29 00:00:00,2.08,6620,2025-07-31 00:00:00,-0.86,6326,2025-04-30 00:00:00,3.75,7521.15,2024-10-31 00:00:00,-12.74,6563,
"DYNPRO",374.55,2025-08-29 00:00:00,-1.62,365.75,2025-07-31 00:00:00,0.75,270.5,2025-04-30 00:00:00,36.23,0.001,,36849900,368.5,
"E2E",2295.1,2025-08-29 00:00:00,-1.09,2079,2025-07-31 00:00:00,9.19,2414.9,2025-04-30 00:00:00,-6,0.001,,226999900,2270,
"EASEMYTRIP",8.32,2025-08-29 00:00:00,0.36,9.82,2025-07-31 00:00:00,-14.97,12.03,2025-04-30 00:00:00,-30.59,33.04,2024-10-31 00:00:00,-74.73,8.35,
"EBANKNIFTY",54.17,2025-08-29 00:00:00,0.5,56.25,2025-07-31 00:00:00,-3.22,55.03,2025-04-30 00:00:00,-1.07,51.59,2024-10-31 00:00:00,5.52,54.44,
"EBBETF0430",1526.57,2025-08-29 00:00:00,0.13,1528.41,2025-07-31 00:00:00,0.01,1504.43,2025-04-30 00:00:00,1.6,1426.9,2024-10-31 00:00:00,7.12,1528.5,
"EBBETF0431",1365.91,2025-08-29 00:00:00,-0.07,1369.22,2025-07-31 00:00:00,-0.31,1345.13,2025-04-30 00:00:00,1.48,1278.08,2024-10-31 00:00:00,6.8,1364.98,
"EBBETF0433",1244.58,2025-08-29 00:00:00,0.15,1250.36,2025-07-31 00:00:00,-0.31,1236.56,2025-04-30 00:00:00,0.8,1169.68,2024-10-31 00:00:00,6.56,1246.43,
"EBGNG",341.8,2025-08-29 00:00:00,3.35,331.09,2025-07-31 00:00:00,6.69,0.001,,35324900,0.001,,35324900,353.25,
"ECAPINSURE",22.36,2025-08-29 00:00:00,2.15,22.95,2025-07-31 00:00:00,-0.48,20.73,2025-04-30 00:00:00,10.18,0.001,,2283900,22.84,
"ECLERX",4221.3,2025-08-29 00:00:00,6.53,3767.2,2025-07-31 00:00:00,19.37,2515.1,2025-04-30 00:00:00,78.79,2910.55,2024-10-31 00:00:00,54.5,4496.8,
"ECOSMOBLTY",268.85,2025-08-29 00:00:00,3.76,308.3,2025-07-31 00:00:00,-9.52,195.61,2025-04-30 00:00:00,42.61,399,2024-10-31 00:00:00,-30.09,278.95,
"EDELWEISS",107.16,2025-08-29 00:00:00,2.51,103.35,2025-07-31 00:00:00,6.29,78.71,2025-04-30 00:00:00,39.56,109.53,2024-10-31 00:00:00,0.29,109.85,
"EFCIL",338.15,2025-08-29 00:00:00,-1.38,0.001,,33349900,0.001,,33349900,0.001,,33349900,333.5,
"EGOLD",103.2,2025-08-29 00:00:00,1.45,99.5,2025-07-31 00:00:00,5.23,95.8,2025-04-30 00:00:00,9.29,81,2024-10-31 00:00:00,29.26,104.7,
"EICHERMOT",6103,2025-08-29 00:00:00,2.9,5468.5,2025-07-31 00:00:00,14.84,5567,2025-04-30 00:00:00,12.81,4894.65,2024-10-31 00:00:00,28.3,6280,
"EIDPARRY",1125.8,2025-08-29 00:00:00,0.36,1233.5,2025-07-31 00:00:00,-8.4,817.35,2025-04-30 00:00:00,38.24,806.55,2024-10-31 00:00:00,40.09,1129.9,
"EIEL",249.6,2025-08-29 00:00:00,0.13,252.89,2025-07-31 00:00:00,-1.17,197.73,2025-04-30 00:00:00,26.39,0.001,,24991900,249.92,
"EIHAHOTELS",378.75,2025-08-29 00:00:00,-0.08,387.05,2025-07-31 00:00:00,-2.22,353.9,2025-04-30 00:00:00,6.94,369,2024-10-31 00:00:00,2.56,378.45,
"EIHOTEL",399,2025-08-29 00:00:00,-0.55,375.5,2025-07-31 00:00:00,5.67,370.45,2025-04-30 00:00:00,7.11,364.45,2024-10-31 00:00:00,8.88,396.8,
"EIMCOELECO",2245.2,2025-08-29 00:00:00,1.59,2255.4,2025-07-31 00:00:00,1.14,1739.7,2025-04-30 00:00:00,31.11,2609.15,2024-10-31 00:00:00,-12.58,2281,
"EKC",136.94,2025-08-29 00:00:00,2.2,128.78,2025-07-31 00:00:00,8.67,119.62,2025-04-30 00:00:00,17,183.29,2024-10-31 00:00:00,-23.65,139.95,
"ELDEHSG",724.5,2025-08-29 00:00:00,1.33,741.6,2025-07-31 00:00:00,-1,833.05,2025-04-30 00:00:00,-11.87,818.75,2024-10-31 00:00:00,-10.33,734.15,
"ELECON",552.3,2025-08-29 00:00:00,0.48,570.25,2025-07-31 00:00:00,-2.68,544.85,2025-04-30 00:00:00,1.85,574.7,2024-10-31 00:00:00,-3.44,554.95,
"ELECTCAST",97.38,2025-08-29 00:00:00,-0.07,110.95,2025-07-31 00:00:00,-12.29,96.63,2025-04-30 00:00:00,0.7,164.76,2024-10-31 00:00:00,-40.94,97.31,
"ELECTHERM",850.9,2025-08-29 00:00:00,-1.86,953.3,2025-07-31 00:00:00,-12.4,0.001,,83504900,0.001,,83504900,835.05,
"ELGIEQUIP",471.85,2025-08-29 00:00:00,0.42,568.35,2025-07-31 00:00:00,-16.63,445.45,2025-04-30 00:00:00,6.38,662.55,2024-10-31 00:00:00,-28.48,473.85,
"ELGIRUBCO",82.54,2025-08-29 00:00:00,1.1,136.05,2024-12-31 00:00:00,-38.66,0.001,,8344900,0.001,,8344900,83.45,
"ELIN",186.23,2025-08-29 00:00:00,-1.31,185.98,2025-05-23 00:00:00,-1.18,109.97,2025-02-28 00:00:00,67.13,238.15,2024-08-30 00:00:00,-22.83,183.79,
"ELLEN",517.4,2025-08-29 00:00:00,-0.16,577.65,2025-07-31 00:00:00,-10.58,0.001,,51654900,0.001,,51654900,516.55,
"EMAMILTD",573.6,2025-08-29 00:00:00,1.49,600.65,2025-07-31 00:00:00,-3.08,624.7,2025-04-30 00:00:00,-6.81,703.35,2024-10-31 00:00:00,-17.23,582.15,
"EMAMIPAP",101.65,2025-08-29 00:00:00,5.92,96.02,2025-07-31 00:00:00,12.13,91.33,2025-04-30 00:00:00,17.89,106.43,2024-10-31 00:00:00,1.17,107.67,
"EMAMIREAL",114,2025-08-29 00:00:00,-0.77,116.66,2025-05-21 00:00:00,-3.03,149.68,2024-12-10 00:00:00,-24.43,0.001,,11311900,113.12,
"EMBDL",93.62,2025-08-29 00:00:00,0.72,105.46,2025-07-31 00:00:00,-10.59,98,2025-04-30 00:00:00,-3.79,110.34,2024-10-31 00:00:00,-14.55,94.29,
"EMCURE",1393.4,2025-08-29 00:00:00,-0.85,1409.6,2025-07-31 00:00:00,-1.99,1021.9,2025-04-30 00:00:00,35.2,1439.1,2024-10-31 00:00:00,-4,1381.6,
"EMIL",125.14,2025-08-29 00:00:00,0.06,127.49,2025-07-31 00:00:00,-1.78,133.83,2025-04-30 00:00:00,-6.43,191.34,2024-10-31 00:00:00,-34.56,125.22,
"EMKAY",217.86,2025-08-29 00:00:00,-1.34,237.6,2025-07-31 00:00:00,-9.53,0.001,,21494900,0.001,,21494900,214.95,
"EMMBI",101.49,2025-08-29 00:00:00,2.87,109.14,2025-07-31 00:00:00,-4.34,104.64,2025-04-30 00:00:00,-0.23,140.7,2024-10-31 00:00:00,-25.8,104.4,
"EMSLIMITED",530.8,2025-08-29 00:00:00,0.14,602.4,2025-07-31 00:00:00,-11.76,598.1,2025-04-30 00:00:00,-11.13,795.45,2024-10-31 00:00:00,-33.18,531.55,
"EMUDHRA",719.75,2025-08-29 00:00:00,0.9,776.3,2025-07-31 00:00:00,-6.45,775.5,2025-04-30 00:00:00,-6.35,908.35,2024-10-31 00:00:00,-20.05,726.25,
"EMULTIMQ",40.26,2025-08-29 00:00:00,1.29,41.24,2025-07-31 00:00:00,-1.12,39.42,2025-04-30 00:00:00,3.45,0.001,,4077900,40.78,
"ENDURANCE",2868.8,2025-08-29 00:00:00,2.48,2551.7,2025-07-31 00:00:00,15.21,1875,2025-04-30 00:00:00,56.79,2374.65,2024-10-31 00:00:00,23.8,2939.9,
"ENGINERSIN",198.34,2025-08-29 00:00:00,1.38,213.79,2025-07-31 00:00:00,-5.95,178.65,2025-04-30 00:00:00,12.56,194.74,2024-10-31 00:00:00,3.26,201.08,
"ENIL",161.71,2025-08-29 00:00:00,-0.84,147.6,2025-07-31 00:00:00,8.64,132.85,2025-04-30 00:00:00,20.7,191.29,2024-10-31 00:00:00,-16.17,160.35,
"ENRIN",3374.9,2025-08-29 00:00:00,3.48,3237.9,2025-07-31 00:00:00,7.86,0.001,,349229900,0.001,,349229900,3492.3,
"ENTERO",1182,2025-08-29 00:00:00,2.34,1286.6,2025-07-31 00:00:00,-5.98,1314.5,2025-04-30 00:00:00,-7.98,1377.55,2024-10-31 00:00:00,-12.19,1209.6,
"EPACK",380.05,2025-08-29 00:00:00,1.7,390.9,2025-07-31 00:00:00,-1.13,354.3,2025-04-30 00:00:00,9.09,392.2,2024-09-30 00:00:00,-1.45,386.5,
"EPIGRAL",1811.4,2025-08-29 00:00:00,-0.17,2019.2,2025-07-31 00:00:00,-10.44,1735.2,2025-04-30 00:00:00,4.21,2117.65,2024-10-31 00:00:00,-14.61,1808.3,
"EPL",224.87,2025-08-29 00:00:00,-0.01,222.96,2025-07-31 00:00:00,0.85,189.24,2025-04-30 00:00:00,18.82,270.9,2024-10-31 00:00:00,-17,224.85,
"EQUAL200",12.63,2025-08-29 00:00:00,1.5,12.85,2025-07-31 00:00:00,-0.23,12.34,2025-04-30 00:00:00,3.89,0.001,,1281900,12.82,
"EQUAL50",312.65,2025-08-29 00:00:00,1.29,311.71,2025-07-31 00:00:00,1.6,0.001,,31668900,0.001,,31668900,316.69,
"EQUAL50ADD",322.63,2025-08-29 00:00:00,0.85,321.42,2025-07-31 00:00:00,1.23,311.16,2025-04-30 00:00:00,4.57,316.08,2024-10-31 00:00:00,2.94,325.37,
"EQUITASBNK",50.27,2025-08-29 00:00:00,1.13,59.26,2025-07-31 00:00:00,-14.21,66.95,2025-04-30 00:00:00,-24.06,69.89,2024-10-31 00:00:00,-27.26,50.84,
"ERIS",1800.2,2025-08-29 00:00:00,-1.56,1798.9,2025-07-31 00:00:00,-1.48,1432.1,2025-04-30 00:00:00,23.75,1323.15,2024-10-31 00:00:00,33.94,1772.2,
"ESABINDIA",5140.5,2025-08-29 00:00:00,-0.37,5328.5,2025-07-31 00:00:00,-3.88,4665,2025-04-30 00:00:00,9.79,6418.1,2024-10-31 00:00:00,-20.2,5121.5,
"ESAFSFB",28.69,2025-08-29 00:00:00,1.08,31.15,2025-07-31 00:00:00,-6.9,29.2,2025-04-30 00:00:00,-0.68,44.47,2024-10-31 00:00:00,-34.79,29,
"ESCORTS",3567.8,2025-08-29 00:00:00,2.14,3359.2,2025-07-31 00:00:00,8.48,3259,2025-04-30 00:00:00,11.81,3745.1,2024-10-31 00:00:00,-2.7,3644,
"ESG",41.95,2025-08-29 00:00:00,0.74,42.41,2025-07-31 00:00:00,-0.35,41.16,2025-04-30 00:00:00,2.67,40.7,2024-10-31 00:00:00,3.83,42.26,
"ESILVER",118.7,2025-08-29 00:00:00,4.3,111.89,2025-07-31 00:00:00,10.64,95.98,2025-04-30 00:00:00,28.99,98.59,2024-10-31 00:00:00,25.57,123.8,
"ESSARSHPNG",23.35,2025-08-29 00:00:00,0.9,33.36,2025-05-20 00:00:00,-29.38,0.001,,2355900,0.001,,2355900,23.56,
"ESSENTIA",1.88,2025-08-29 00:00:00,0,2.04,2025-07-31 00:00:00,-7.84,2.24,2025-04-30 00:00:00,-16.07,4.16,2024-08-30 00:00:00,-54.81,1.88,
"ESTER",108.84,2025-08-29 00:00:00,0.71,114.33,2025-07-31 00:00:00,-4.13,122.71,2025-04-30 00:00:00,-10.68,144.7,2024-10-31 00:00:00,-24.25,109.61,
"ETERNAL",313.95,2025-08-29 00:00:00,2.28,307.8,2025-07-31 00:00:00,4.32,232.52,2025-04-30 00:00:00,38.1,0.001,,32109900,321.1,
"ETHOSLTD",2261.9,2025-08-29 00:00:00,1.37,2760.3,2025-07-31 00:00:00,-16.93,2474.2,2025-04-30 00:00:00,-7.33,2952.05,2024-10-31 00:00:00,-22.33,2292.9,
"EUREKAFORB",565.85,2025-08-29 00:00:00,-0.27,558.15,2025-07-31 00:00:00,1.1,492.75,2025-04-30 00:00:00,14.52,565.9,2024-10-31 00:00:00,-0.28,564.3,
"EUROBOND",232.77,2025-08-29 00:00:00,4.28,0.001,,24273900,0.001,,24273900,0.001,,24273900,242.74,
"EUROTEXIND",15,2025-08-29 00:00:00,1.6,14.4,2025-07-31 00:00:00,5.83,12.6,2025-04-30 00:00:00,20.95,0.001,,1523900,15.24,
"EVEREADY",421.55,2025-08-29 00:00:00,2.73,422.65,2025-07-31 00:00:00,2.46,323.9,2025-04-30 00:00:00,33.7,402.9,2024-10-31 00:00:00,7.48,433.05,
"EVERESTIND",669.2,2025-08-29 00:00:00,0.63,586.4,2025-01-28 00:00:00,14.84,1126.1,2024-10-31 00:00:00,-40.2,0.001,,67339900,673.4,
"EVIETF",29.94,2025-08-29 00:00:00,2.04,29.08,2025-07-31 00:00:00,5.06,27.19,2025-04-30 00:00:00,12.36,0.001,,3054900,30.55,
"EVINDIA",29.92,2025-08-29 00:00:00,2.21,29.06,2025-07-31 00:00:00,5.23,27.2,2025-04-30 00:00:00,12.43,31.34,2024-10-31 00:00:00,-2.43,30.58,
"EXCELINDUS",1232.3,2025-08-29 00:00:00,-0.47,1356.2,2025-07-31 00:00:00,-9.56,1061.9,2025-04-30 00:00:00,15.5,1501,2024-10-31 00:00:00,-18.29,1226.5,
"EXICOM",142.33,2025-08-29 00:00:00,0.75,166.31,2025-07-31 00:00:00,-13.78,154.17,2025-04-30 00:00:00,-6.99,309.25,2024-10-31 00:00:00,-53.63,143.4,
"EXIDEIND",396.25,2025-08-29 00:00:00,4.04,384.3,2025-07-31 00:00:00,7.27,351.75,2025-04-30 00:00:00,17.2,455.45,2024-10-31 00:00:00,-9.49,412.25,
"EXPLEOSOL",1037.9,2025-08-29 00:00:00,-1.7,1207.6,2025-07-31 00:00:00,-15.51,858.9,2025-04-30 00:00:00,18.79,1213.95,2024-10-31 00:00:00,-15.95,1020.3,
"FACT",924.9,2025-08-29 00:00:00,2.96,940.55,2025-07-31 00:00:00,1.24,765.95,2025-04-30 00:00:00,24.32,861.5,2024-10-31 00:00:00,10.53,952.25,
"FAIRCHEMOR",784.35,2025-08-29 00:00:00,1.17,883.2,2025-07-31 00:00:00,-10.15,834.25,2025-04-30 00:00:00,-4.88,991.15,2024-10-31 00:00:00,-19.94,793.55,
"FAZE3Q",434,2025-08-29 00:00:00,0.7,611.2,2025-07-31 00:00:00,-28.49,473.8,2025-04-30 00:00:00,-7.76,411.95,2024-10-31 00:00:00,6.09,437.05,
"FCL",238.45,2025-08-29 00:00:00,0.6,260.85,2025-07-31 00:00:00,-8.04,237.69,2025-04-30 00:00:00,0.92,374.3,2024-10-31 00:00:00,-35.92,239.87,
